headline,text,business,entertainment,politics,sport,tech
microsoft makes anti piracy move,microsoft says clamping people running pirated versions windows operating system restricting access security features the windows genuine advantage scheme means people prove software genuine mid 2005 it still allow unauthorised copies get crucial security fixes via automatic updates options would limited microsoft releases regular security updates software protect pcs either pcs detect updates automatically users manually download fixes microsoft site those running pirated windows programs would access downloads add ons software giant offers people try manually download security patches let microsoft run automated checking procedure computer give identification number microsoft regular patches releases newly found security flaws important stop worms viruses threats penetrating pcs some security experts concerned restricting access patches could mean rise attacks threats pcs left unprotected but graham cluley senior consultant security firm sophos told bbc news website positive decision it sounds like decision allow critical security patches remain available legitimate illegitimate users windows good news everyone uses net said windows genuine advantage first introduced pilot scheme september 2004 english language versions windows microsoft windows operating system heavily exploited virus writers widespread constantly seeking new security loopholes take advantage the company trying tackle security threats whilst cracking pirated software time software piracy cost company billions says the company announced earlier january releasing security tools clean pcs harbouring viruses spyware 90 pcs infected the virus fighting program updated monthly precursor microsoft dedicated anti virus software last year introduced windows xp counterfeit project uk based pilot scheme ran november december the scheme meant anyone pre installed copies operating system pcs bought november could replace counterfeit versions windows xp legal ones free it also increasing efforts squash software piracy china norway czech republic pirated software huge problem offering discounts legitimate software users pirated copies windows china particular problem piracy estimated 92 said mr cluley,0,0,0,0,1
what next next gen consoles,the next generation video games consoles development new machines mean games firms consumers we may know released called even able one thing certain coming sony microsoft nintendo expected release new machines next 18 months the details playstation 3 xbox 2 codename xenon nintendo called revolution still finalised developers work titles new machines regardless we know maybe ps 3 guess said rory armes studio general manager video game giant electronic arts europe it horrendous effort first year admitted microsoft delivered development kits ea said mr armes said company still waiting sony nintendo send kits although details may nailed mr armes said ea beginning get sense capabilities new machines the rumours playstation 3 little hood xbox 2 said microsoft obviously software company first foremost sony experience hardware i think sony able push box cost what certain new machines provide great leaps processing graphical power it also likely contain convergence technologies make machines entertainment hub at consumer electronics show las vegas microsoft boss bill gates said xbox 2 would part vision digital lifestyle while short detail painted picture machine would complement pc offer great video gaming video gaming broader set people communications media connectivity sony thought similar vision ps 3 nintendo remain focused machine purely games until clear precisely new machines developers working first round titles harness new horsepower gary dunn development director codemasters said company central technology group forefront preparing next generation consoles we working new libraries effects a lot major techniques already use pc gaming pixel shaders normal mapping mr dunn said expected introduction real world physics major part new consoles we want increase level immersion realism gaming people lose game in first year least developers said gamers expect games harness full potential machines graphical spit polish better physics line capabilities current high end graphics cards pcs expected simon gardner president climax action studio said it definitely exciting time we want give freedom player we want give players emotional connection characters play the environments much believable dramatic growing changing play there breadth effects involving worlds play it bit like artist given bigger canvas smaller brush we given tools for average consumer get things filmic quality gerhard florin head ea europe said gamers expect titles blur line films video games many sceptical gamers given similar predictions last transition console hardware time would seem likely ps 3 provide graphics indistinguishable movies said mr florin he said distribution method games would also change radically next round consoles a gamer could buy starter disc 10 euros when goes home goes online could buy ai levels go it much smarter get levels go mr armes warned developers still learn tell stories effectively medium in ways trying forget hardware go opposite direction we bad letting technology design creativity what company start ignoring technology learning craft telling stories mr gardner agreed we thrown polygons around better ai make better game useful developers certainly tools new machines employ still decided,0,0,0,0,1
mobile networks seek turbo boost,third generation mobile 3 g networks need get faster deliver fast internet surfing move exciting new services that one messages mobile industry 3 gsm world congress cannes last week fast 3 g networks focus shifted evolution higher bandwidth service says global mobile suppliers association at 3 gsm siemens showed system transmits faster mobile data the german company said data could transmitted one gigabit second 20 times faster current 3 g networks the system available commercially yet motorola us mobile handset infrastructure maker held clinic mobile operators hsdpa high speed downlink packet access high speed high bandwidth technology available early hsdpa systems typically offer around two megabits per second mbps compared less 384 kilobits per second kbps standard 3 g networks high speed downlink packet access hsdpa sometimes called super 3 g vital profitable services like mobile internet browsing mobile video clips according report published uk based research consultancy analysys a number companies developing technology nokia canada based wireless communication products company sierra wireless recently agreed work together high speed downlink packet access the two companies aim jointly market hsdpa solution global network operator customers while hsdpa theoretically enables data rates maximum 14 mbps practical throughputs lower wide area networks said dr alastair brydon author analysys report pushing beyond limits 3 g hsdpa other enhancements the typical average user rate real implementation likely region one megabit per second even lower rate double capacity compared basic wcdma 3 g added motorola conducted five trials technology says speeds 2 9 mbps recorded edge outdoor 3 g cell using single hsdpa device but mobile operators opting technology called evolution data optimised ev do us operator sprint ordered broadband data upgrade 3 g network end last year we expanding network deploying ev do technology meet customer demand faster wireless speeds said oliver valente sprint vice president technology development contract announced as part 3 bn multi year contracts announced late last year sprint spend around 1 bn ev do technology lucent technologies nortel networks motorola provides average data speeds 0 3 0 5 megabits second peak download rates 2 4 mbps mmo 2 uk based operator services uk ireland germany opted technology based hsdpa using technology lucent offer data speeds 3 6 mbps next summer isle man 3 g network eventually support speeds 14 4 mbps us operator cingular wireless also adopting hsdpa using technology lucent alongside equipment siemens ericsson siemens plans one gigabit network may user needs today christoph caselitz president mobile networks division firm says by time next generation mobile communication debuts 2015 need transmission capacities voice data image multimedia conservatively anticipated rise factor 10 siemens collaboration fraunhofer german sino lab mobile communications institute applied radio system technology souped mobile communications using three transmitting four receiving antennae instead usual one this enables data transmission sending big file video broken different flows data sent simultaneously one radio frequency band the speeds offered 3 g mobile seemed fast time mobile operators paying huge sums 3 g licences but today instead connecting internet slow dial phone connection many people used broadband networks offer speeds 0 5 megabits second much faster 3 g this means users likely find 3 g disappointing unless networks souped if lucrative power users computer geeks busy business people avoid urgent tasks reducing potential revenues available mobile operators but one gigabit second systems available immediately siemens says though system works laboratory still assess mobility multiple antennae devices conduct field trials a commercial system could far away 2012 though siemens rule earlier date,0,0,0,0,1
consumer concern rfid tags,consumers concerned use radio frequency id rfid tags shops survey says more half 2 000 people surveyed said privacy worries tags used monitor stock shelves warehouses some consumer groups expressed concern tags could used monitor shoppers left shops purchases the survey showed awareness tags among consumers europe low the survey consumers uk france germany netherlands carried consultancy group capgemini the firm works behalf 30 firms seeking promote growth rfid technology the tags combination computer chip antenna read scanner item contains unique identification number more half 55 respondents said either concerned concerned rfid tags would allow businesses track consumers via product purchases fifty nine percent people said worried rfid tags would allow data used freely third parties ard jan vetham capgemini principal consultant rfid said survey showed retailers needed inform educate people rfid would become accepted technology acceptance new technologies always tipping point consumers believe benefits outweigh concerns with right rfid approach ongoing communication consumers industry reach point he said survey also showed people would accept rfid felt technology could mean reduction car theft faster recovery stolen items the tags currently used one tesco distribution centre uk tags allow rapid inventory bulk items they also use passcard m 6 toll midlands uk mr vetham said majority people surveyed 52 believed rfid tags could read distance he said misconception based lack awareness technology at least consumer group consumers against supermarket privacy invasion numbering caspian claimed rfid chips could used secretly identify people things carrying wearing all kinds personal belongings including clothes could constantly broadcast messages whereabouts owners warned,0,0,0,0,1
when invention turns innovation,it unlikely future technological inventions going kind transformative impact past when history takes look back great inventions like car transistor defining technologies ultimately changed people lives substantially but says nick donofrio senior vice president technology manufacturing ibm thing actually improved people lives it social cultural changes discovery invention brought the car brought crucial change people lived cities giving ability move suburbs whilst mobility access when talk innovation creating real value 21 st century think like faster mr donofrio told bbc news website giving royal academy engineering 2004 hinton lecture the invention discovery likely value transistor automobile the equivalent things invented discovered going able generate real business value wealth things these altogether new ideas academics exploring technologies impact wider society years but means technology companies new idea method device different kind thinking behind people see value innovative technology we different phase comes technology argues mr donofrio industry week 2003 technology leader year the hype promise technology leaders demonstrate things work make sense make difference life gets better result in dotcom era something jumping face every five minutes somebody new thing would awe you quite sure anything quite sure needed quite sure value cool but change innovation technology people see affecting daily lives says come slowly subtlety ways longer face it creep pervasively nanotechnologies play key part kind pervasive environment sorts ways new superconducting materials coatings power memory storage i big believer evolution industry pervasive environment incredible network infrastructure says mr donofrio pervasive computing wireless computing rules jewellery clothes everyday objects become interfaces instead bulky wires screens keyboards the net becomes true network taken granted like air people anything stay connected people know lives better says mr donofrio trillions devices connected net ways people know natural interfaces develop devices shape persona technologically underused voices could telling jewellery sort finances ultimately says mr donofrio value computer illiterate to sounds like technological world gone mad to mr donofrio vision innovation happen behind vision rich robust network capability deep computing says mr donofrio deep computing ability perform lots complex calculations massive amounts data integral concept supercomputing it value according ibm helps humans work extremely complex problems come valuable solutions like refine millions net search results finding cures diseases understanding exactly gene protein operates but pervasive computing presumably means technologies aware diversity contexts commands requirements diverse world as computing technologies become part environment part furniture walls clothing physical space becomes important consideration this going need much broader range skills experience i confident set science engineering technology industry going short skills says if i right innovation need multidisciplinary collaborative women tend traits lot better men eventually women could win life physical sciences says in uk dti funded resource centre women set target 40 representation set industry boards ibm according mr donofrio 30 our goal research team become preferred organisation women science technology begin career the whole issue global diversity much business matter moral social concern mr donofrio we believe whole issue global diversity says our customers diverse clients diverse they expect us look like as women underrepresented minorities succeed leadership positions becomes imperative us constantly look like,0,0,0,0,1
attack prompts bush site block,the official election site president george w bush blocking visits overseas users security reasons the blocking began early monday outside us trying view site got message saying authorised view but keen net users shown policy effective many found site still viewed overseas browsers via several alternative net addresses the policy trying stop overseas visitors viewing site thought adopted response attack georgewbush com website scott stanzel spokesman bush cheney campaign said the measure taken security reasons he declined elaborate blocking policy the barring non us visitors led campaign inundated calls forced make statement blocking taking place in early october called denial service attack mounted site bombarded data thousands pcs the attack made site unusable five hours about time web team bush cheney campaign started using services company called akamai helps websites deal ebbs flows visitor traffic akamai uses web based tool called edgescape lets customers work visitors based typically tool used ensure webpages video images load quickly also used block traffic geographic blocking works numerical addresses net uses organise handed regional basis readers boingboing weblog found viewers still get site using alternative forms george w bush domain name ironically one working alternatives supposedly secure version site there least three working alternative domains bush cheney campaign let web users outside us visit site the site also seen using anonymous proxy services based us some web users canada also report browse site the international exclusion zone around georgewbush com spotted net monitoring firm netcraft keeps eye traffic patterns across many different sites netcraft said since early hours 25 october attempts view site monitoring stations london amsterdam sydney failed by contrast netcraft four monitoring stations us managed view site problems data gathered netcraft pattern traffic site shows blocking result another denial service attack mike prettejohn netcraft president speculated blocking decision might taken cut costs traffic run election 2 november he said site may see reason distribute content people voting next week managing traffic could also good way ensure site stays working closing days election campaign however simply blocking non us visitors also means americans overseas barred most american soldiers stationed overseas able see site use us military portion net akamai declined comment saying could talk customer websites,0,0,0,0,1
dvd copy protection strengthened,dvds harder copy thanks new anti piracy measures devised copy protection firm macrovision the pirated dvd market enormous current copy protection hacked five years ago macrovision says new ripguard technology thwart current dvd ripping copying programs used pirate dvds ripguard designed reduce dvd ripping resulting supply illegal peer peer said firm macrovision said new technology work nearly current dvd players applied discs specify many machines could problem ripguard the new technology welcomed hollywood film studios increasingly relying revenue dvd sales the film industry stepped efforts fight dvd piracy last 12 months taking legal action websites offer pirated copies dvd movies download ultimately see ripguard dvd evolving beyond anti piracy towards enablement legitimate online transactions interoperability tomorrow digital home upcoming high definition formats said steve weinstein executive vice president general manager macrovision entertainment technologies group macrovision said ripguard designed plug digital hole created called decss ripper software it circumvents content scrambling system measures placed dvds let people make perfect digital copies copyrighted dvds minutes those copies could burned onto blank dvd uploaded exchange peer peer network macrovision said ripguard would also prevent rent rip return people would rent dvd copy return original ripguard expected rolled dvds middle 2005 company said the new system works specifically block ripping programs used programs likely crash company said macrovision said rip guard updated hackers find way around new anti copying measures,0,0,0,0,1
half life 2 sweeps bafta awards,pc first person shooter half life 2 six bafta awards including best game best online game the title developed valve released last year universal acclaim receiving special praise immersive plot physics engine the game also baftas best action adventure best pc game art direction animation burnout 3 three awards categories racing technical direction best playstation 2 game grant dean chairman bafta games awards said ceremony london tuesday the last year great year interactive entertainment industry these awards reflect enormous achievements progress diversity seen time halo 2 best xbox game category prince persia warrior within adjudged best gamecube title the sports award went konami pro evolution soccer 4 bafta said significant feature year awards number non traditional games the originality award playstation 2 title singstar children award went gamecube bongo rhythm game donkey konga the handheld award went colin mcrae rally 2005 mobile category blue tooth byplanes the audio award call duty finest hour hitman contracts music award,0,0,0,0,1
new delay hits eu software laws,a fresh delay hit controversial new european union rules govern computer based inventions the draft law adopted eu ministers planned brussels meeting monday supposed discussed the fresh delay came polish officials raised concerns law second time two months critics say law would favour large companies small ones could impact open source software innovation there one point intention put item today agenda but end could put eu spokesman told reuters agency he added date chosen discussion law in december poland requested time consider issue concerned law could lead patenting pure computer software its ministers want see phrasing text directive patentability computer implemented inventions changed excludes software patenting poland large eu member backing legislation vital the eu says law would bring europe line laws work us caused angry debate amongst critics supporters in us patenting computer programs internet business methods permitted this means us based amazon com holds patent one click shopping service critics say similar model europe would hurt small software developers legal financial might larger companies but supporters say current law let big companies protect inventions spent years developing,0,0,0,0,1
what high definition dvds,first humble home video dvd hollywood preparing next revolution home entertainment high definition high definition gives incredible 3 d like pictures surround sound the dvd disks gear play another year still number issues sorted but high definition films come new format dvds profoundly change home entertainment for rick dean director business development digital content company thx high definition future exciting prospect he worked star wars dvd trilogy finding nemo the incredibles indiana jones there time long ago film world video world two completely separate worlds told bbc news website the technology dealing means much conjoined the film see theatres coming digital file take home video master says but currently putting master feature film onto dvd requires severe compression current dvd technology cannot hold much high definition films demand as much compress picture data rate wise also take qualities away picture fight hard keep master explains i would love able show people projects worked really look like high def world i find exciting high definition dvds hold six times data dvds used it take time though persuade people spent money dvd players buy different players displays required watch high definition dvds 18 months time mr dean confident though i think see real hd high definition heavily compressed version remarkable difference i heard comments people say images pop screen high definition mean changes working behind scenes on whole producing films high definition dvds easier ways less compression needed equally may mean hollywood studios ask put onto average dvd when master movies right data rates running 1 2 gigabits per second says mr dean our dvds put today squashed five six megabits per second that huge amount compression applied 98 so anything allows space compress hard studios could fit lot marketing material games features onto high capacity dvds currently entire dvd project take three months says mr dean although step converting bypassed realistically save day work says mr dean one time consuming elements building dvd navigation menu systems on fairly complex star wars disks making sure menu buttons worked took 45 human hours alone if studios want cash extra space could mean extra human hours someone pay if decision studio side going put lot disks could expensive extra navigation required and studios focus delivering added value content thinks mr dean ultimately could mean want money those costs could filter price ticket high definition dvd but consumer willing pay premium price studios listen thinks mr dean high definition throws challenge film makers dvd production alike more clarity screen means film makers make doubly sure attention detail meticulous when first hd version star wars episode i everybody sun tanned make in hd version episode i make lines showed explains mr dean the restoration older star wars episodes revealed interesting items there scans corridor death star fairly plainly one shots file cabinet stuck behind one doorways you never used able see things blurred enough pan see what high definition revolution ultimately means line home entertainment cinema worlds blur with home theatre systems turning living rooms cinemas line blurs even it could also mean get films format widen in future going look towards file delivery ip internet protocol broadband giving dvd like experience set top box hard drive says mr dean but time people still like show something physical bookshelves,0,0,0,0,1
yahoo moves desktop search,internet giant yahoo launched software allow people search e mail files pcs the firm following footsteps microsoft google ask jeeves offered similar services search become lucrative hotly contested area expansion net firms looking extend loyalty beyond web with hard drives providing bigger storage users could need help locate important files photos the desktop search technology licensed us based firm x 1 technologies it designed work alongside microsoft outlook outlook express e mail programs searching e mail effectively becoming increasingly important especially amount spam increases according research message analysts radicati group 45 businesses critical information stored e mail attachments yahoo software also work separately desktop searching music photos files users search variety criteria including file name size date time it yet incorporate web searching although yahoo promised future versions allow users search web based desktop data we getting files desktop real commercial opportunity lies linking web content said julian smith analyst research firm jupiter it extending idea search getting closer relationship consumers organising search internet files computer well said search engines often first port call users go onto web the new foray desktop search rung alarm bells human rights groups concerned implications privacy and everyone impressed functionality services alexander linden vice president emerging technologies analyst firm gartner downloaded google product since removed it interesting said he believes rush enter desktop business way keeping rivals desktop search one many features people would like i suspicious usefulness said more useful would tools combine internet intranet desktop search alongside improvements key word searching said,0,0,0,0,1
hollywood sue net film pirates,the us movie industry launched legal action sue people facilitate illegal film downloading the motion picture association america wants stop people using program bittorrent swap movies the industry targeting people run websites provide information internet links movies copied filmed cinemas more 100 server operators targeted actions launched us uk mpaa added the suits filed users file sharing programs bittorrent edonkey directconnect united states united kingdom france finland netherlands mpaa said bittorrent users download movies following link files found websites called trackers unlike peer peer programs bittorrent works sharing file could anything legitimate digital photo copied movie among multiple users time the movie industry hopes suing people run trackers cut bittorrent users illegal movies source last month major film studios started legal action 200 individuals swapping films online the growth broadband made quicker people download movies industry fears take action could suffer downturn music industry,0,0,0,0,1
hollywood campaign hits websites,movie studio efforts stop pirated films shared peer peer networks claimed high profile victim the campaign legal action thought behind closure widely used suprnova org website the site popular place people swapping sharing links bittorrent network a recent study showed half peer peer traffic june bittorrent system in message posted suprnova org sunday site controllers said site closing good way know if site return message said would hosting torrent links it continued we sorry way tried everything the parts would keep going said operators suprnova site discussion forums net chat channels the site thought closed following announcement motion picture association america launching legal action operating bittorrent servers rather end users because way bittorrent works server sites host actual file shared instead host link points people others by targeting servers mpaa hopes cripple bittorrent ability share files in opening days mpaa campaign organisation filed 100 lawsuits operators bittorrent server site the launching legal seems effect phoenix torrents another popular bittorrent site also decided shut though gave reasons closure thought motivated threat legal action last week finnish police raided bittorrent site based country according reports let 10 000 users shared pirated films software music games,0,0,0,0,1
dublin hi tech labs shut,dublin hi tech research laboratory media labs europe shut the research centre started irish government massachusetts institute technology hotbed technology concepts since opening 2000 centre developed ideas implants teeth also aimed digital hub start ups area the centre supposed self funded failed attract private cash injection needs in statement media labs europe said decision close taken neither irish government prestigious us based massachusetts institute technology mit willing fund prime minister bertie ahern wanted centre become big draw smaller hi tech companies attempt regenerate area about three dozen small firms attracted area thought effects dot com recession damaged labs long term survival the labs needed 10 million euros us 13 million year corporate sponsors survive in end deep long recession said simon jones labs managing director ian pearson bt futurologist told bbc news website closure real shame bt one companies worked labs looking rfid tag developments video conferencing there lot talented creative people came great ideas helping ensure greater benefits technology society i doubt individuals quickly snapped research labs synergies working team lost noel dempsey government communications minister said mr ahern committed project he i know disappointed come at time seemed right thing said unfortunately model sustainable one current climate during five years innovative unusual ideas technologies developed in recent months 14 patent applications filed labs many concepts fed science engineering psychology well technology thought ideas commercially viable near term several research teams explored humans could react technologies ways entirely different the human connectedness group example developed iband bracelet stored exchanged information relationships this information could beamed another wearer two people shook hands other projects looked using human senses like touch interact devoices could embedded environment body one project examined brainwaves could directly control computer game the labs set old guinness brewery housed around 100 people made staff researchers students collaborators part time undergraduate students it thought 50 people lose jobs labs close 1 february according latest accounts media lab europe said spent 8 16 million euros us 10 6 million 2003 raised 2 56 million euros us 3 3 million,0,0,0,0,1
gadget market noto grow 2005,the explosion consumer technology continue 2005 delegates world largest gadget show las vegas told the number gadgets shops predicted grow 11 devices talk become increasingly important everything going digital kirsten pfeifer consumer electronics association told bbc news website the consumer electronics show ces featured pick 2005 products consumers controlling want technologies like hdtvs high definition tvs digital radio digital cameras remain strong 2005 all products show really showed breadth depth industry despite showing diversity delegates attending complained showcase lacked much wow factor previous years the portable technologies show also reflected one buzzwords ces time place shifting multimedia content able watch listen video music anywhere time at start last year ces cea predicted would average growth 4 2004 that figure surpassed rise popularity portable digital music players personal video recorders digital cameras it clear also gadgets becoming lot lifestyle choice fashion personalisation becoming increasingly key way gadgets designed part rise spending power generation x ers grown technology spending power desire devices suit more 57 consumer electronics market made female buyers according cea research hybrid devices combine number multimedia functions also evidence show floor a lot driven ability said stephen baker consumer electronics analyst retail research firm npd group some functions cost next nothing add as well show floor showcasing everything tiny wearable mp 3 players giant high definition tvs several keynote speeches made industry leaders microsoft chief bill gates despite several embarrassing technical glitches mr gate pre show speech announced several new partnerships mainly us market he unveiled new ways letting people take tv shows recorded personal video recorders watch back portable devices he disappointed however failing announce details next generation xbox games console another disappointment lack exposure sony new portable games device psp show sony said much anticipated gadget would likely start shipping march us europe it went sale japan christmas there two psps embedded glass cabinets show though representatives discuss details a sony representative told bbc news website sony consider part consumer technology offering elsewhere show plethora colour plasma screens including samsung 102 inch 2 6 metre plasma largest world industry experts also excited high definition technologies coming fore 2005 new formats dvds coming hold six times much data conventional dvds with many devices move lot products show offering external storage like seagate 5 gb pocket sized external hard drive innovation engineering design prize more 120 000 trade professionals attended ces las vegas officially ran 6 9 january,0,0,0,0,1
microsoft debuts security tools,microsoft releasing tools clean pcs harbouring viruses spyware the virus fighting program updated monthly precursor microsoft releasing dedicated anti virus software also released software utility help users find remove spyware home computer although initially free thought soon microsoft charging users anti spyware tool the anti spyware tool available anti virus utility expected available later month microsoft windows operating system long favourite people write computer viruses ubiquitous many loopholes exploited it proved tempting target thought 100 000 viruses malicious programs existence latest research suggests new variants viruses cranked rate 200 per week spyware surreptitious software sneaks home computers often without users knowledge in benign form bombards users pop adverts hijacks web browser settings the malicious forms steal confidential information log every keystroke users make surveys shown pcs infested spyware research technology firms earthlink webroot revealed 90 windows machine malicious software board average one harbours 28 separate spyware programs before microsoft left market pc security software specialist firms symantec mcafee trend micro many others it said virus cleaning program would stop machines infected remove need anti virus programs on spyware freely available programs ad aware spybot become widely used people keen keep latest variants bay microsoft two security tools emerged result acquisitions company made last two years in 2003 bought romanian firm gecad software get hold anti virus technology in december 2004 bought new york based anti spyware firm giant company software last year microsoft also released sp 2 upgrade windows xp closed many security loopholes software made easier people manage anti virus firewall programs,0,0,0,0,1
peer peer nets stay,peer peer p 2 p networks stay verge exploited commercial media firms says panel industry experts once several high profile legal cases file sharers resolved year firms keen try make money p 2 p technology the expert panel probed future p 2 p consumer electronics show las vegas earlier january the first convictions p 2 p piracy handed us january william trowbridge michael chicoine pleaded guilty charges infringed copyright illegally sharing music movies software since first successful file sharing network napster forced close entertainment industry nervous critical p 2 p technology blaming falling sales piracy but going change soon according panel the music film industries started big legal cases owners legitimate p 2 p networks illegal individuals accused distributing pirated content networks but slowly realised p 2 p good way distribute content said travis kalanick founder chairman p 2 p network red swoosh soon going want slice they waiting come business models work includes digital rights management copy protection standards but legal actions resolved experimentation p 2 p cannot happen said michael weiss president streamcast networks remembering furore around vcrs first came mr weiss said old media always tries stop new media when stop try control then figure make money always make lot money once courts decided vcr illegal technology film studios turned extremely lucrative business in august 2004 san francisco based us court appeals ruled favour grokster streamcast two file sharing networks the court said essentially position sony 1980 vcr battle said networks could deemed illegal p 2 p networks usually rely dedicated servers transfer files instead uses direct connections computers clients there many different types p 2 p systems work different ways p 2 p nets used share kind file like photos free software licensed music digital content the bbc already decided embrace technology it aims offer programmes download year use p 2 p technology distribute the files would locked seven days programme aired making rights management easier control but technology still demonised misunderstood many the global entertainment industry says 2 6 billion copyrighted music files downloaded every month half million films downloaded day legal music download services like apple itunes napster rushed music marketplace try lure file sharers away free content sales legally downloaded songs grew tenfold 2004 200 million tracks bought online us europe 12 months ifpi reported week but download services different p 2 p networks least financial aspect there several money spinning models could turn p 2 p golden egg commercial entertainment companies paid pass along firms receive money time file shared along various drm solutions advertiser based options considered we see going different models commoditising p 2 p said marc morgenstern vice president anti piracy firm overpeer consumers hungry discover new models together agreed mr morgenstern but many net users continue ignore entertainment industry potential controlling grip content p 2 p technology continuing use creations unsigned bands example use p 2 p networks distribute music effectively also draws attention record companies looking new artists sign increasingly seeing p 2 p consumer created content said derek broes microsoft they probably pay increasing role helping p 2 p spread said looking p 2 p future file sharing beginning p 2 p networks far mr broes concerned once issues resolved going see aggressive movement protect content also ways unimaginable said file sharing tip iceberg,0,0,0,0,1
speak easy plan media players,music film fans able control digital media players speaking plans development two us firms scansoft gracenote developing technology give people access film music libraries simply voice control they want give people hands free access digital music films car home move huge media libraries players make finding single songs hard voice command control unlocks potential devices store large digital music collections said ross blanchard vice president business development gracenote these applications radically change car entertainment experience allowing drivers enjoy entire music collections without ever taking hands steering wheel added gracenote provides music library information millions different albums jukeboxes apple itunes the new technology designed people play individual song movie collection saying name users also able request music fits mood occasion film saying actor name speech natural fit today consumer devices particularly mobile environments said alan schwartz vice president speechworks division scansoft pairing voice technologies gracenote vast music database bring benefits speech technologies host consumer devices enable people access media ways never imagined the two firms say developing technology languages english users also able get information favourite song listening asking what portable players becoming popular cars number auto firms working apple device interfaces control firm ipod music player but tens thousands songs able stored one player voice control would make finding elusive track elvis presley much easier the firms gave indication whether ipod media player mind use voice control technology the companies estimate technology available fourth quarter 2005,0,0,0,0,1
video phone help deaf people,deaf people prefer communicate using british sign language bsl could soon phone conversations relayed using webcams videophones interpreter the video relay service piloted royal national institute deaf people rnid organisation says unless service provided rate voice calls beyond people pockets the rnid urging telecoms regulator ofcom reduce cost service current 7 00 per minute make ordinary phone calls the service works putting deaf person visual contact bsl interpreter via webcam video phone interpreter relays deaf person conversation using telephone translates person response sign language for many deaf people especially born deaf bsl first preferred means communication until alternative use textphones means type message relayed via operator in past i used textphones problems said robert currington taking part pilot i communicate bsl written english good takes longer think english type message i sometimes find difficult understand reply the rnid says uk lagging behind countries already making relay services available cost ordinary phone call there technical economic reasons providing equivalent access services deaf people said rnid technology director guido gybels in us australia sign language relay services already made universally available cost voice call by failing provide fund video relay service sign language users telecommunications sector effectively discriminating already disenfranchised group ofcom says plans review services telecoms companies obliged provide early next year and new technology including video relay service discussed interested parties near future but spokesman said powers limited legislation any proposals extend existing arrangements cover new services would government consider said mr currington like many uk 70 000 bsl users hoping way found make cost effective service available the relay service makes phone conversations pleasure said i show emotions easily bsl way hearing people express emotions voice calls,0,0,0,0,1
bond game fails shake stir,for gaming fans word goldeneye evokes excited memories james bond revival flick 1995 also classic shoot em accompanied left n 64 owners glued consoles many hour adopting hallowed title somewhat backfires new game fails deliver promise name struggles generate original massive sense fun this however sequel relate goldeneye film you eponymous renegade spy agent deserts bond world extensive ranks criminal masterminds deemed brutal mi 6 your new commander chief portly auric goldfinger last seen 1964 happily running around bent world domination with determination justify name even less convincing tina turner similarly titled theme song game literally gives player golden eye following injury enables degree x ray vision rogue agent signals intentions featuring james bond initially proceeding kill within moments squashed plummeting helicopter the notion course add novel dark edge 007 game premise simply get juices flowing like needs recent bond games like nightfire everything or nothing competent fine job capturing sense flair invention glamour film franchise this title lacks aura bond magic shines feels like lucky accident the central problem gameplay good enough quite aside bizarre inability jump even bizarre glaring graphical bugs dubious enemy ai levels simply put together much style imagination admittedly competition tough even recent weeks likes halo 2 half life 2 triumphing virtually every department what game good enveloping noisy dynamic scenes violent chaos as trend late made feel like midst really messy fraught encounter sadly sense action outweighed difficulty navigating battling within chaos meaning frustration often outcome and irregular save points mean backtrack time killed a minute red dot passes crosshair although collision detection suspect difficulties aiming weapons compensated shooting enemies distance tricky always know picked since dead enemies vanish literally fully hit floor woefully uninspiring death animations it perhaps indicative lack confidence game maker allow several different weapons almost immediately throw quickly raging firefights time risked measured build by far satisfying element game seeing old favourites like dr no goldfinger hat fiend oddjob crazed russian sex beast xenia onatopp resurrected years faces rendered impressively recognisable fashion there real thrill battle legendary villains testament power bond universe cut dash but game niggles combined story presentation feel sufficiently well thought make disappointment diehard fans bond probably find enough make worthwhile purchase try ignore failings the game weak completely unplayable then 007 fanatics may also take umbrage cavalier blending characters different eras given james bond healthy pedigree past games every reason hope blip commendable idea worked rectified character inevitably makes return goldeneye rogue agent,0,0,0,0,1
